  260,19940101,  230,   31,   36,   46,   20,   26,    1,   82,   13,   31,   11,    7,   55,   13,   -6,    6,   32,   41,  218,    7,    4,    3,    2,10110,10146,   17,10037,    1,   35,    1,   70,    6,    4,   89,   94,    1,   75,   13,    3
  260,19940102,  216,   36,   62,   82,    6,   36,   11,  165,   13,   47,    2,    7,   81,   12,    3,   12,    0,    0,   46,  115,  133,   35,    8, 9971,10077,    1, 9899,   10,   28,    7,   75,   18,    7,   92,  100,    9,   82,   18,    1
  260,19940103,  199,   46,   57,  103,   23,   36,    1,  185,   22,   62,   37,    5,   89,   20,   15,    6,    0,    0,   77,   37,   84,   31,   16, 9976,10033,    4, 9897,   21,   30,    8,   75,   20,    6,   92,   99,    6,   75,   22,    1
  260,19940104,  210,   67,   72,   82,   19,   62,    4,  149,    1,   64,   48,   24,   84,   14,   44,    6,   28,   36,  235,   47,   32,    9,    6, 9918, 9936,    3, 9892,   18,   58,    6,   80,   14,    7,   84,   93,   23,   75,   13,    3
  260,19940105,  198,   51,   62,   82,   11,   41,    3,  154,   15,   57,   38,    6,   87,   16,   30,    6,    3,    4,   34,   74,   84,   18,   12, 9873, 9942,    4, 9817,   14,   33,   12,   80,   15,    6,   89,   97,   12,   79,    2,    0
  260,19940106,  159,   46,   51,   67,    6,   36,   21,  118,    6,   64,   40,    1,   81,   15,   28,    6,    0,    0,  154,   60,   50,   15,    5, 9835, 9868,   24, 9814,    5,   57,   21,   75,   10,    8,   91,   96,   19,   83,   15,    2
  260,19940107,  213,   51,   51,   72,    4,   26,   24,  129,    4,   46,   25,   24,   61,    1,    0,   24,   17,   21,  242,    0,    0,    0,    1, 9960,10043,   24, 9873,    1,   45,   24,   70,    5,    6,   86,   97,   24,   80,    4,    3
  260,19940108,  171,   31,   36,   46,   12,   21,    6,   87,   13,   27,   10,   24,   43,   15,   -4,    6,    0,    0,  111,    0,    0,    0,    1,10100,10119,   22,10050,    1,   25,    4,   60,   19,    5,   93,  100,    5,   89,   14,    1
  260,19940109,  146,   46,   46,   57,   13,   36,    1,  103,   15,   20,   -2,    6,   41,   15,   -8,    6,   66,   82,  335,    0,    0,    0,    1,10085,10111,    1,10032,   24,   57,    8,   60,    1,    4,   88,   94,    3,   80,   14,    4
  260,19940110,  131,   51,   51,   77,    5,   26,   24,  123,    5,   45,   26,    1,   61,   18,   22,    6,    9,   11,  164,    0,   -1,   -1,   14, 9992,10029,    1, 9976,   17,   56,   16,   60,    1,    7,   86,   91,   23,   82,   18,    2
  260,19940111,  183,   36,   36,   62,   22,   21,    1,  113,   22,   52,   30,    1,   64,   12,   23,    6,    0,    0,  111,   10,   15,   15,   23,10042,10060,   16,10001,    1,    2,   13,   61,   22,    8,   95,  100,   14,   87,   20,    1
  260,19940112,  202,   67,   72,  103,   24,   46,    7,  185,   24,   90,   57,    1,  122,   21,   55,    6,    0,    0,   49,  112,   84,   23,   23,10028,10064,    6, 9988,   23,   35,   15,   60,    3,    8,   94,   97,   15,   89,   11,    1
  260,19940113,  233,   93,   93,  118,    4,   77,    9,  242,    4,   94,   77,    8,  122,    1,   68,   12,   21,   26,  261,   22,   25,   14,    1,10062,10090,   18, 9989,    1,   62,    4,   75,    1,    5,   79,   86,    1,   75,    7,    4
  260,19940114,  240,   72,   72,   82,    1,   41,   24,  159,   11,   72,   53,   22,   82,   14,   53,   24,   26,   32,  241,   16,   42,   38,   22,10096,10108,   24,10082,    1,   65,    5,   80,   15,    6,   81,   93,   22,   71,   14,    3
  260,19940115,  230,   36,   36,   57,    9,   10,   24,   98,   11,   54,   39,   24,   68,    1,   36,   24,    2,    2,  192,    0,   -1,   -1,    1,10092,10109,    2,10072,   24,   35,   17,   70,    1,    8,   90,   93,    9,   86,   13,    2
  260,19940116,  359,   26,   26,   41,   15,    5,   22,   67,   14,   19,  -25,   24,   51,   12,  -51,   24,   31,   37,  290,    0,   -1,   -1,    4,10096,10128,   24,10068,    3,   45,    2,   80,   13,    5,   90,  100,    9,   74,   13,    3
  260,19940117,  240,   10,   15,   31,   20,    5,    1,   51,   16,   -6,  -43,    8,   41,   14,  -70,   12,   68,   82,  530,    0,   -1,   -1,   18,10218,10278,   24,10134,    1,   57,    8,   75,    1,    2,   90,  100,    2,   65,   13,    5
  260,19940118,  222,   62,   67,   93,   22,   31,    2,  149,   23,   25,   -1,    1,   40,   20,  -31,    6,    0,    0,  173,    0,    0,    0,    1,10253,10279,    1,10213,   24,   50,   15,   68,    1,    7,   88,   96,    4,   81,   20,    2
  260,19940119,  219,   51,   46,   82,    1,   10,   24,  154,    1,   25,   -6,   24,   32,   11,  -20,   24,    0,    0,   38,  122,   45,   10,    4,10215,10239,   23,10195,    5,   10,   23,   59,    1,    8,   96,  100,   22,   89,    1,    0
  260,19940120,  223,   41,   41,   57,   14,   15,    1,   98,   14,   30,  -20,    7,   59,   13,  -56,   12,   60,   71,  435,    0,    0,    0,    1,10257,10273,   24,10237,    1,   50,   24,   70,    7,    4,   92,  100,    1,   78,   13,    5
  260,19940121,  215,   57,   57,   62,    9,   46,    1,  113,   13,   52,   44,    9,   63,   23,   44,   12,    0,    0,   63,    0,   -1,   -1,    9,10260,10269,    1,10249,   15,    9,    8,   40,   18,    8,   96,   99,    9,   94,   12,    1
  260,19940122,  233,   41,   41,   57,    1,   21,   19,  103,   10,   73,   52,   20,   89,   15,   20,   24,    0,    0,   53,   96,   29,    5,   12,10255,10267,   20,10235,   24,    5,   22,   70,   18,    8,   98,  100,   21,   89,   18,    1
  260,19940123,  257,   62,   72,  118,    8,   41,    1,  211,    9,   77,   43,   23,  104,   12,   28,   24,    5,    6,   92,   87,  191,   38,    9,10178,10224,    1,10133,    9,   15,    3,   75,   13,    6,   85,  100,    1,   66,   21,    1
  260,19940124,  247,   31,   36,   51,    1,   15,   18,   87,    5,   43,   14,   20,   65,   12,  -20,   24,    6,    7,  281,    0,   -1,   -1,   22,10171,10204,    2,10145,   24,   45,   24,   75,    1,    5,   85,   99,   21,   74,    1,    3
  260,19940125,  239,   67,   72,  103,   23,   36,    1,  257,   24,   84,   49,    1,  116,   13,   47,    6,    9,   10,  153,   57,   72,   39,    9,10058,10138,    1, 9983,   23,   10,    2,   75,   24,    8,   93,  100,    2,   82,   21,    2
  260,19940126,  272,   62,   72,   87,   14,   41,   19,  185,   14,   60,   41,    6,   73,   15,   31,   24,   38,   43,  333,   41,   26,   12,    6,10092,10178,   18, 9973,    5,   57,    4,   80,   11,    6,   79,   91,    7,   69,   15,    4
  260,19940127,  245,  103,  103,  123,   10,   72,    1,  242,   22,   87,   42,   23,  109,   14,   41,   24,    2,    2,   95,   47,   74,   46,   22,10051,10140,    1, 9939,   21,   58,   19,   75,    4,    8,   84,   94,   19,   69,   24,    1
  260,19940128,  293,   82,   82,  113,   11,   41,   22,  221,   11,   39,    9,   17,   60,    5,    3,   24,   31,   35,  327,   24,    9,    3,   14,10164,10287,   24, 9991,    1,   20,   16,   75,    1,    6,   69,   82,   14,   53,   11,    4
  260,19940129,  236,   46,   51,   87,   24,   36,    3,  154,   23,   43,   21,    8,   83,   24,    7,    6,    0,    0,  117,   42,   11,    4,   16,10287,10323,   10,10232,   24,   15,   18,   72,    9,    7,   86,   99,   18,   70,    2,    1
  260,19940130,  265,   67,   72,   82,    1,   57,   17,  175,   16,   73,   50,   23,   98,   13,   39,   24,   41,   46,  382,   29,   16,    5,    8,10195,10222,    1,10177,   14,   30,    7,   80,   13,    5,   81,   95,    8,   65,   14,    5
  260,19940131,  255,   41,   41,   51,    1,   31,   21,   98,    1,   57,   39,    8,   77,   12,   25,   12,   27,   30,  364,    0,    0,    0,    1,10224,10234,   11,10208,   24,   60,   10,   75,   18,    6,   80,   91,    8,   68,   20,    5
  260,19940201,  203,   62,   62,   87,   17,   36,    1,  154,   16,   53,   37,   10,   72,   22,   35,   12,    0,    0,  142,   26,   20,   10,   19,10130,10199,    1,10069,   20,   58,   19,   75,   24,    7,   80,   93,   20,   72,   11,    2
  260,19940202,  257,   26,   36,   67,    3,    5,   19,  134,    2,   39,  -11,   24,   69,   13,  -40,   24,   51,   56,  482,    0,    0,    0,    1,10139,10159,   11,10101,    1,   65,   24,   75,    1,    4,   77,   96,   23,   62,   12,    6
  260,19940203,  112,   62,   62,   93,   14,   21,    2,  144,   14,   24,  -10,    3,   49,   24,  -44,    6,   17,   18,  282,   61,   24,    9,   19,10019,10112,    1, 9958,   20,   35,   23,   66,   15,    6,   89,   98,   24,   73,   13,    3
  260,19940204,  112,   31,   31,   41,    1,   10,   23,   62,    1,   56,   42,    5,   73,   17,   35,   24,    0,    0,   84,    0,   -1,   -1,    9, 9999,10039,   24, 9964,    1,   35,    2,   56,    7,    7,   97,   99,    5,   94,   13,    1
  260,19940205,   76,   26,   26,   41,    8,   10,   22,   72,    7,   43,   23,   23,   58,    1,   10,   24,    0,    0,  227,    0,   -1,   -1,    6,10077,10101,   23,10044,    1,   30,   23,   56,   10,    8,   90,   98,    1,   82,   14,    3
  260,19940206,  180,   21,   21,   36,   15,    5,    8,   62,   15,   40,   17,   23,   76,   14,    0,   18,   19,   20,  261,    0,   -1,   -1,    3,10127,10141,   20,10104,    1,   28,   24,   60,   16,    5,   93,   99,   23,   82,   15,    3
  260,19940207,  162,   31,   31,   46,    9,   15,   20,   77,    9,   40,    8,    5,   64,   14,    0,    6,    3,    3,  243,   46,   19,    6,   10,10129,10154,   24,10117,    6,   20,   22,   60,   13,    6,   94,   99,    1,   83,   14,    3
  260,19940208,  248,   15,   21,   36,   16,   10,    3,   62,   15,   43,    2,   23,   86,   15,  -28,   24,   43,   45,  463,   14,    3,    1,    1,10202,10235,   23,10156,    1,    0,    9,   75,   14,    3,   92,  100,    2,   67,   14,    6
  260,19940209,  223,   41,   46,   57,    8,   36,    1,   93,    6,   46,    5,    1,   82,   15,   -2,    6,   27,   28,  245,   27,    9,    5,    9,10207,10231,    1,10173,   24,   11,   11,   70,   15,    6,   89,  100,    1,   72,   15,    3
  260,19940210,  313,   41,   41,   57,    4,   21,   22,  113,    4,   51,   31,   24,   77,   13,   25,   24,   16,   17,  309,   39,   27,    9,   13,10191,10234,   24,10148,    4,   58,    1,   80,    8,    7,   85,   94,    2,   73,   11,    4
  260,19940211,   63,   21,   26,   36,   12,   10,    6,   67,   11,   24,   -4,    3,   43,   15,  -33,    6,    0,    0,  153,    0,    0,    0,    1,10252,10276,   24,10235,    1,   40,   18,   80,    2,    6,   88,   97,    7,   79,   14,    2
  260,19940212,   68,   46,   46,   67,   15,   31,    1,   98,   12,    6,  -12,    4,   30,   14,  -19,    6,   31,   32,  438,    0,   -1,   -1,   21,10298,10306,   18,10280,    1,   26,    5,   67,   13,    5,   84,   98,    6,   66,   16,    5
  260,19940213,   74,   77,   77,  108,   18,   41,    2,  175,   19,  -31,  -73,   23,   -1,    4,  -74,   24,   48,   49,  557,    0,   -1,   -1,    4,10281,10300,    1,10268,   16,   50,    7,   70,   18,    4,   64,   87,    2,   44,   20,    5
  260,19940214,   87,   98,  103,  113,   15,   82,    3,  195,   20,  -44,  -79,    5,  -10,   15,  -80,    6,   90,   91,  752,    0,    0,    0,    1,10232,10269,    1,10192,   24,   62,    9,   68,    1,    0,   47,   57,    3,   36,   24,    7
  260,19940215,  119,   77,   77,   98,    1,   51,   22,  180,    1,   -4,  -43,    6,   25,   17,  -46,    6,   32,   32,  507,    0,    0,    0,    1,10201,10235,   24,10177,    6,   60,    7,   75,   13,    5,   42,   50,   22,   35,    2,    5
  260,19940216,  132,   36,   36,   57,    1,   15,   22,   87,    1,    6,  -48,   24,   54,   15,  -81,   24,   64,   64,  727,    0,    0,    0,    1,10236,10243,    9,10228,   15,   61,   17,   70,    1,    3,   55,   77,   23,   43,   14,    8
  260,19940217,   88,   26,   26,   41,   12,   10,    2,   77,   12,  -20,  -81,    5,   46,   14, -109,   12,   89,   89,  888,    0,    0,    0,    1,10206,10227,    1,10192,   15,   62,   22,   70,    1,    1,   58,   88,    4,   30,   14,    9
  260,19940218,   77,   36,   36,   51,   17,   21,    1,   77,   16,  -16,  -64,    7,   44,   15,  -84,    6,   91,   90,  852,    0,    0,    0,    1,10210,10248,   24,10188,    3,   57,   15,   65,   22,    0,   57,   77,    7,   40,   15,    8
  260,19940219,   79,   31,   31,   46,   17,   10,   15,   77,   19,  -24,  -71,    7,   40,   15, -103,    6,   93,   91,  896,    0,    0,    0,    1,10230,10252,    7,10198,   24,   58,    7,   65,    1,    0,   52,   70,    7,   29,   15,    9
  260,19940220,   58,   31,   36,   51,   17,   10,    9,   82,   11,  -47,  -86,   24,   -2,   15, -110,   24,   93,   91,  834,    0,    0,    0,    1,10152,10195,    1,10124,   15,   40,    9,   58,    1,    0,   74,   93,   24,   50,   14,    7
  260,19940221,  160,   21,   26,   46,   13,   10,    3,   72,   10,  -58, -101,    3,  -23,   13, -127,    6,   19,   18,  454,    0,   -1,   -1,   13,10147,10153,   19,10134,    3,    0,   24,   45,    1,    3,   88,   97,   23,   67,   12,    4
  260,19940222,   65,   26,   26,   41,   15,   10,    1,   67,   15,  -35,  -75,    4,  -13,   15,  -76,    6,    0,    0,  175,   30,    5,    3,   20,10116,10148,    1,10097,   15,    0,    1,   35,   10,    8,   93,   97,    7,   78,   11,    2
  260,19940223,   83,   46,   46,   67,   13,   26,    1,  113,   13,   -4,  -23,    2,   23,   15,  -24,   12,   11,   11,  510,   13,    3,    2,   24,10055,10105,    1,10008,   24,   25,    1,   80,   14,    8,   78,   94,    1,   57,   13,    5
  260,19940224,   56,   26,   26,   41,    1,   15,   21,   67,    1,   -3,   -9,    1,    7,   15,   -8,    6,    0,    0,  273,   92,   36,    6,    2,10037,10099,   24,10002,    4,    6,    7,   25,    1,    8,   94,   98,    6,   91,    1,    3
  260,19940225,   95,   15,   21,   36,   23,    5,    5,   67,   24,    8,  -11,    5,   36,   14,  -15,    6,   27,   26,  639,    0,    0,    0,    1,10154,10179,   19,10104,    1,   15,   24,   40,   12,    7,   85,   96,   23,   67,   14,    7
  260,19940226,  151,   41,   41,   62,   12,   26,   17,   98,   12,   68,   16,    1,  113,   14,   15,    6,   21,   20,  641,    0,    0,    0,    1,10088,10157,    1,10045,   23,   12,    7,   65,   12,    8,   87,   96,    1,   75,   12,    9
  260,19940227,  188,   21,   26,   31,    1,   15,   17,   57,   14,   75,   39,    7,  113,   12,   13,   12,    2,    2,  396,   65,   38,   13,   19,10029,10046,    1,10017,   20,    2,   24,   63,    1,    8,   92,  100,   20,   76,   12,    5
  260,19940228,  169,   21,   26,   36,   11,    5,   17,   62,   11,   79,   51,    4,  112,   15,   48,    6,    8,    7,  511,   75,   75,   18,   17,10053,10071,   24,10030,    1,    2,    3,   57,   14,    8,   97,  100,    1,   83,   14,    7
  260,19940301,  235,   31,   36,   51,   10,   15,   20,   93,    6,   67,   51,   24,   82,   15,   48,   24,    0,    0,  212,    5,    6,    3,    3,10115,10162,   24,10073,    1,    4,    5,   56,   21,    8,   95,  100,    1,   88,   14,    3
  260,19940302,  225,   36,   46,   62,   16,   31,    2,  134,   17,   48,   37,    5,   73,   15,   25,   24,    0,    0,  103,   57,   55,   19,   11,10154,10204,   24,10110,   13,   20,   12,   63,   23,    6,   93,   99,   13,   87,   24,    1
  260,19940303,  231,   41,   51,   72,   14,   36,    6,  129,   12,   57,   29,    6,   90,   15,   19,    6,    0,    0,  417,   22,   72,   54,   17,10172,10210,   24,10114,   16,    9,    9,   70,   20,    5,   87,   98,    9,   75,   15,    5
  260,19940304,  212,   31,   41,   67,   13,   21,    7,  108,   13,   61,   19,    6,  101,   14,   -7,    6,   74,   67,  976,    0,    0,    0,    1,10258,10289,   10,10219,   24,   60,    8,   72,   13,    4,   77,   95,    7,   55,   14,   13
  260,19940305,  196,   36,   51,   67,   11,   36,   23,  129,   22,   74,   18,    7,  127,   17,   11,   12,   48,   43,  751,   22,    8,    4,   20,10166,10212,    1,10135,   16,   58,   21,   75,   23,    6,   76,   92,   20,   57,   13,   10
  260,19940306,  245,   51,   51,   72,   24,   36,    1,  139,   15,   67,   31,    7,  100,   14,   16,   12,   46,   41,  812,    0,    0,    0,    1,10220,10238,   10,10189,   24,   62,   22,   77,    3,    6,   80,   89,    7,   62,   14,   11
  260,19940307,  245,   62,   62,   77,    2,   41,   20,  144,    3,   93,   71,    4,  121,   14,   66,    6,    2,    2,  280,   28,    7,    3,    5,10168,10179,   20,10156,    8,   28,   24,   63,   11,    8,   89,   96,    5,   82,   14,    4
  260,19940308,  235,   72,   72,   98,   17,   46,    5,  180,   16,   98,   89,    6,  123,   16,   89,    6,    0,    0,  237,    0,   -1,   -1,    1,10173,10185,   24,10166,    5,    9,    8,   60,   15,    8,   95,  100,    8,   89,   15,    3
  260,19940309,  233,   57,   57,   77,    1,   21,   21,  134,    1,   88,   69,   22,   97,   14,   63,   24,    0,    0,  142,    7,    3,    3,   19,10186,10207,   24,10173,   16,   25,    9,   62,   21,    8,   95,   98,   23,   91,   16,    2
  260,19940310,  278,   31,   36,   62,   11,   10,   20,  108,   11,   65,    8,   24,  102,   14,  -26,   24,   95,   83, 1263,    0,   -1,   -1,    1,10285,10324,   20,10211,    1,   57,    1,   81,   10,    3,   80,   97,   23,   60,   15,   17
  260,19940311,  207,   31,   31,   57,   15,   15,   21,   87,   16,   50,  -11,    7,  107,   14,  -43,    6,  101,   88, 1252,    0,    0,    0,    1,10223,10303,    1,10157,   24,   60,    6,   75,   12,    4,   76,  100,    4,   47,   13,   16
  260,19940312,  236,   46,   51,   82,   24,   26,    8,  134,   24,   63,   39,    1,   96,   13,    6,    6,   50,   43, 1036,   15,    4,    3,    5,10141,10161,   10,10076,   24,   45,    6,   80,   11,    7,   77,   96,    6,   55,   15,   14
  260,19940313,  256,   82,   93,  118,   10,   62,   24,  226,   12,   82,   59,   24,  108,   11,   48,   24,   20,   17,  349,   57,   47,   16,    3,10034,10141,   24, 9976,    8,   45,    5,   80,   10,    6,   75,   96,    6,   57,   15,    5
  260,19940314,  247,   77,   77,  113,   14,   57,    2,  195,   13,   95,   56,    2,  121,   14,   45,    6,   16,   14,  629,    4,    4,    4,   21,10145,10160,    4,10132,   14,   59,   20,   75,    1,    6,   78,   87,   23,   72,    1,    9
  260,19940315,  284,   31,   26,   72,    1,    5,    6,  139,    1,   68,   47,   24,  102,    1,   33,   24,    0,    0,  174,  158,  150,   24,    9,10117,10140,    2,10089,   15,   25,   12,   75,   22,    7,   96,  100,    7,   88,    1,    2
  260,19940316,  262,   67,   67,   93,   17,   36,    1,  221,   17,   59,   32,   19,   87,   13,   22,   12,   72,   61,  914,    9,    4,    3,   12,10105,10138,    2,10062,   23,   35,   18,   80,   14,    4,   73,   84,    1,   56,   16,   12
  260,19940317,  279,   72,   72,   93,    1,   31,   22,  201,    2,   50,   29,   23,   68,   16,    8,   24,    8,    7,  379,   20,    5,    3,    5,10128,10164,   19,10068,    1,   60,   15,   75,    1,    5,   69,   84,   22,   62,   15,    5
  260,19940318,  230,   51,   51,   98,   23,   36,    2,  175,   24,   58,   31,    8,   89,   24,   22,    6,    8,    7,  549,   86,  176,   26,   24,10090,10152,    1, 9981,   24,   30,   19,   75,   14,    8,   87,   98,   20,   71,   14,    7
  260,19940319,  279,   57,   62,  103,    1,   26,   21,  201,    1,   55,   17,   24,   92,    3,  -14,   24,   42,   35,  946,   59,   59,   14,    2,10042,10107,   22, 9967,    2,   56,    2,   82,   12,    6,   77,   95,    2,   61,   12,   12
  260,19940320,  266,   46,   46,   72,   11,   31,   19,  144,   12,   49,   18,    1,   74,   15,  -12,    6,   65,   54, 1139,    0,    0,    0,    1,10124,10141,   16,10100,    2,   70,    6,   82,   10,    6,   74,   87,    1,   60,   10,   14
  260,19940321,   27,   15,   26,   41,   10,    5,    6,   82,   17,   39,  -16,   24,   81,   15,  -47,   24,   62,   51, 1242,    0,    0,    0,    1,10161,10213,   24,10118,    4,   62,    7,   82,   15,    4,   75,   96,   24,   49,   14,   15
  260,19940322,  213,   41,   46,   72,   21,    0,    2,  123,   17,   41,  -23,    3,   86,   24,  -49,    6,    3,    2,  362,   48,   28,   11,   13,10198,10215,    1,10174,   24,   15,   18,   75,    1,    7,   91,  100,    6,   72,   12,    4
  260,19940323,  233,  103,  103,  144,   19,   57,    1,  278,   19,  110,   85,    1,  128,   16,   83,    6,    0,    0,  134,    9,    1,    1,   12,10130,10168,    2,10087,   24,   33,    3,   72,   23,    8,   91,   96,    4,   86,   19,    2
  260,19940324,  264,   67,   72,  129,    1,   46,   19,  226,    1,   95,   79,   23,  112,   12,   73,   24,   66,   53, 1259,   20,   19,   14,    4,10135,10159,   19,10083,    2,   35,    4,   80,   10,    6,   70,   93,   24,   52,   13,   18
  260,19940325,  249,   67,   72,  103,   13,   36,   24,  180,   12,   87,   50,   24,  108,   18,   36,   24,    0,    0,  148,  132,  204,   31,   13,10048,10135,    1, 9996,   17,   37,    9,   80,   20,    7,   94,   98,    7,   89,   20,    2
  260,19940326,  314,   51,   51,   72,   12,   15,   23,  149,   10,   53,    8,   23,   90,   14,  -29,   24,   62,   49, 1093,   14,    7,    3,   15,10162,10233,   24,10065,    1,   63,    7,   78,   20,    5,   78,   94,   23,   63,   14,   14
  260,19940327,  152,   31,   31,   57,   17,    5,    5,   98,   17,   46,  -15,    5,   88,   14,  -48,    6,  117,   93, 1731,    0,    0,    0,    1,10215,10243,    9,10164,   24,   58,    7,   80,   10,    4,   73,  100,    6,   53,   12,   22
  260,19940328,  196,   51,   57,   77,   23,   36,    7,  144,   23,   88,   45,    5,  128,   15,   39,    6,    1,    1,  335,   35,    8,    2,    8,10124,10154,    1,10109,   20,   50,   21,   70,    1,    8,   81,   94,   21,   73,    1,    5
  260,19940329,  247,   57,   62,   82,    1,   36,   19,  175,    1,  114,   88,   23,  139,   14,   71,   24,   42,   33,  923,    0,    0,    0,    1,10171,10209,   22,10116,    1,   56,    6,   70,   13,    6,   79,   93,    4,   61,   13,   14
  260,19940330,  167,   46,   51,   82,   15,   21,    5,  129,   24,  135,   77,    3,  189,   14,   58,    6,   79,   62, 1446,    0,    0,    0,    1,10120,10204,    2, 9992,   24,   35,    7,   75,   13,    6,   76,   97,    6,   55,   14,   23
  260,19940331,  212,   77,   82,  108,   13,   57,    1,  195,    6,  114,   77,    7,  166,    2,   77,   12,   45,   35, 1018,   58,   47,   21,    6, 9991,10020,   10, 9906,   24,   57,    6,   80,   14,    7,   69,   91,    7,   50,   16,   15
  260,19940401,  230,   87,   98,  159,    9,   41,   20,  273,    9,   90,   46,   24,  118,    4,   46,   24,   16,   12,  633,  105,  126,   32,   23, 9871, 9966,   24, 9779,    5,   57,    5,   80,   16,    7,   81,   94,   23,   64,   15,    9
  260,19940402,  266,   41,   41,   67,   14,    5,   20,  134,   11,   53,   14,   21,   91,   15,  -24,   24,   79,   61, 1262,   31,   31,   23,    1,10031,10103,   24, 9971,    1,   65,    2,   80,   12,    5,   78,   95,    2,   53,   15,   16
  260,19940403,  218,   41,   46,   98,   24,   21,    1,  170,   24,   58,   15,    1,   97,   16,  -20,    6,   72,   55, 1254,   21,    8,    3,   11,10139,10170,   11,10079,   24,   58,   11,   82,   16,    5,   76,   96,    2,   56,   16,   16
  260,19940404,  225,   41,   67,  103,    3,   31,   12,  185,   17,   55,   17,   18,  112,   14,    7,   24,   16,   12,  570,  182,  241,   38,   17, 9978,10057,    1, 9921,   16,   13,   17,   80,   12,    7,   89,   98,   10,   72,   14,    7
  260,19940405,  205,   46,   51,   77,   10,   26,   19,  149,   11,   38,   15,    2,   70,   15,  -10,   24,   36,   27,  729,   33,   12,    3,    1,10060,10072,   22,10050,   14,   58,   11,   80,    1,    5,   88,   97,   22,   78,   15,    9
  260,19940406,  244,   21,   31,   62,   13,   10,   21,   93,   13,   50,   -3,   24,  100,   16,  -34,   24,   67,   50, 1229,   21,   10,    4,   14,10087,10106,   20,10063,    4,   58,    8,   80,   15,    4,   84,   99,   24,   58,   16,   16
  260,19940407,  145,   26,   31,   51,   11,   10,   19,  103,   14,   50,   -8,    3,   95,   13,  -46,    6,   50,   38, 1040,   59,   17,    5,   23,10025,10079,    1, 9993,   16,   45,   24,   70,   12,    6,   85,  100,    3,   61,   12,   13
